Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,39,Business travel,Business,2981,2,2,2,2,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,64,Personal Travel,Eco,264,1,1,1,3,5,2,2,2,2,1,2,1,2,4,28,31.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,2138,2,2,2,2,4,1,1,3,3,4,3,1,3,1,1,0.0,satisfied
Male,Loyal Customer,13,Personal Travel,Eco,1416,3,1,3,2,5,3,5,5,4,3,3,4,3,5,10,18.0,neutral or dissatisfied
Female,Loyal Customer,42,Personal Travel,Eco,694,2,5,2,2,4,4,4,1,1,2,1,4,1,5,27,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Eco Plus,279,5,4,1,1,5,5,5,5,5,3,4,1,2,5,14,,satisfied
Female,disloyal Customer,32,Business travel,Eco,545,3,4,3,1,5,3,5,5,5,1,3,1,1,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,Personal Travel,Eco Plus,160,3,4,3,1,3,3,3,3,4,4,5,4,4,3,0,4.0,neutral or dissatisfied
Male,Loyal Customer,62,Business travel,Business,3802,2,3,3,3,2,4,4,2,2,2,2,2,2,2,25,25.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,3389,3,3,3,3,4,5,4,5,5,5,5,5,5,5,7,0.0,satisfied
Female,Loyal Customer,61,Business travel,Business,2864,4,4,4,4,5,3,5,5,5,5,5,2,5,2,0,0.0,satisfied
Female,disloyal Customer,54,Business travel,Eco,238,4,4,4,4,2,4,2,2,5,4,1,3,1,2,91,81.0,satisfied
Female,Loyal Customer,40,Business travel,Business,2519,5,5,5,5,3,4,5,5,5,4,5,3,5,3,28,36.0,satisfied
Female,Loyal Customer,36,Personal Travel,Eco,1013,4,2,5,3,5,5,5,5,1,1,3,4,4,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,30,Business travel,Eco,708,3,3,3,4,5,3,5,5,1,2,3,4,4,5,0,2.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,3889,5,5,5,5,4,5,4,5,5,5,5,4,5,5,0,11.0,satisfied
Female,Loyal Customer,37,Business travel,Business,525,1,0,0,4,3,3,4,4,4,0,4,4,4,1,17,6.0,neutral or dissatisfied
Male,Loyal Customer,75,Business travel,Eco,399,3,2,2,2,3,3,3,3,4,4,3,3,3,3,8,30.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,2248,0,5,0,3,3,0,3,3,4,5,5,3,4,3,3,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,643,3,3,3,3,4,4,5,4,4,4,4,5,4,4,16,10.0,satisfied
Female,Loyal Customer,50,Business travel,Eco,1126,2,2,2,2,1,3,2,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,564,5,5,5,5,4,5,2,4,4,4,4,4,4,3,0,0.0,satisfied
Female,disloyal Customer,26,Business travel,Eco,989,2,2,2,3,5,2,5,5,5,4,1,1,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Business,236,3,4,4,4,3,2,2,3,3,3,3,1,3,4,80,81.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,346,4,0,4,5,2,4,2,2,3,3,1,3,4,2,29,30.0,satisfied
Male,Loyal Customer,54,Business travel,Business,631,2,2,5,2,3,4,5,4,4,4,4,4,4,5,6,0.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco,378,3,5,3,1,2,3,2,2,3,5,5,5,5,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,30,Business travel,Eco,547,3,3,3,2,4,3,3,4,2,1,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Business,507,4,4,4,1,1,4,2,1,5,4,5,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,18,Business travel,Eco Plus,1020,4,1,1,1,4,4,1,4,4,1,4,3,3,4,42,36.0,neutral or dissatisfied
Female,disloyal Customer,36,Business travel,Eco Plus,223,2,3,3,4,3,3,3,3,4,1,3,2,4,3,11,1.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,2121,5,5,5,5,3,5,5,5,5,5,5,5,5,4,0,32.0,satisfied
Male,Loyal Customer,40,Business travel,Business,1542,2,4,4,4,2,3,4,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco,2583,2,5,2,3,2,4,4,1,1,4,5,4,3,4,9,12.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,2161,5,4,4,4,5,4,5,5,3,2,4,2,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,3271,3,4,3,3,5,5,5,5,5,5,4,4,4,5,2,12.0,satisfied
Male,disloyal Customer,27,Business travel,Eco,667,2,3,2,2,5,2,5,5,4,5,2,3,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,62,Personal Travel,Eco,337,1,1,4,4,4,5,4,1,2,4,3,4,3,4,185,180.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Eco,323,4,3,3,3,4,4,4,4,4,2,2,5,5,4,0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,164,0,4,0,1,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,15,Personal Travel,Eco,1303,2,5,2,2,2,2,1,2,5,5,5,5,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,54,Business travel,Business,669,4,4,4,2,3,4,3,3,5,5,4,3,5,3,42,41.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco Plus,649,3,1,3,4,5,3,5,5,1,2,4,1,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,247,3,5,0,1,2,4,5,1,1,0,1,3,1,5,4,7.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,954,3,3,3,3,2,3,2,2,2,1,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3629,5,5,5,5,5,1,1,3,3,4,3,4,3,4,0,0.0,satisfied
Male,Loyal Customer,28,Business travel,Business,600,1,1,1,1,4,5,4,4,4,2,5,3,5,4,0,0.0,satisfied
Female,disloyal Customer,21,Business travel,Business,371,2,2,2,3,1,2,1,1,4,5,3,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Eco,209,2,1,1,1,1,4,3,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,733,4,4,1,4,5,5,5,3,5,4,5,5,5,5,353,359.0,satisfied
Female,Loyal Customer,51,Business travel,Business,2310,3,3,3,3,5,5,5,4,4,4,4,4,4,5,1,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,761,4,4,4,4,4,4,5,4,4,5,4,3,4,4,0,0.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,446,1,5,1,1,5,1,2,5,4,4,4,3,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco,224,5,5,5,5,5,5,5,5,5,4,5,3,4,5,4,9.0,satisfied
Female,Loyal Customer,45,Business travel,Business,2334,3,5,3,3,3,3,4,3,3,4,3,5,3,4,18,0.0,satisfied
Female,disloyal Customer,32,Business travel,Business,399,2,2,2,2,1,2,1,1,3,3,4,3,5,1,0,10.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Eco Plus,281,2,3,3,3,2,4,4,2,2,2,2,3,2,3,25,36.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,3132,1,1,1,1,4,4,4,4,4,5,5,3,4,4,0,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1535,5,3,5,5,4,5,4,5,5,5,5,4,5,5,3,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,1069,3,5,3,3,4,3,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,65,Personal Travel,Eco,237,2,1,2,4,3,4,4,4,4,2,4,4,4,3,19,12.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,2384,1,1,1,1,2,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,60,Personal Travel,Business,358,1,5,1,2,4,4,5,5,5,1,5,4,5,3,1,15.0,neutral or dissatisfied
Male,disloyal Customer,44,Business travel,Business,2586,4,4,4,2,2,4,2,2,4,3,5,4,4,2,0,0.0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,1197,3,4,3,2,2,3,2,2,5,2,1,5,4,2,0,21.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Business,2380,2,5,2,5,2,2,2,2,2,1,3,2,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,Personal Travel,Eco,137,2,0,2,2,3,2,1,3,4,4,4,4,4,3,4,0.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,2556,3,5,4,4,4,2,2,4,5,3,5,2,3,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,30,Business travel,Eco,772,3,3,3,4,5,3,5,5,2,3,4,1,3,5,25,49.0,neutral or dissatisfied
Male,Loyal Customer,54,Personal Travel,Eco,101,3,5,3,1,1,3,1,1,5,2,5,3,4,1,0,3.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,404,4,4,4,4,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
Male,disloyal Customer,19,Business travel,Business,1464,5,0,5,5,4,5,4,4,4,5,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco Plus,846,3,1,3,3,2,3,2,2,1,1,4,3,4,2,66,82.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,1119,1,1,1,3,4,3,4,3,3,1,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,590,3,5,3,2,3,3,3,3,3,2,4,5,5,3,0,4.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,234,3,2,4,4,2,4,2,2,1,4,4,4,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1590,3,3,3,3,2,5,5,3,3,3,3,5,3,4,0,0.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,296,4,5,4,1,1,4,1,1,5,3,5,4,5,1,8,13.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Eco,748,4,4,4,3,1,4,1,1,4,5,5,3,5,1,0,0.0,satisfied
Female,Loyal Customer,36,Business travel,Business,3087,4,4,2,4,3,1,3,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,53,Business travel,Business,3372,3,3,3,3,5,5,5,2,2,2,2,3,2,4,0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Eco,773,3,2,2,2,4,3,4,4,2,1,4,4,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,9,Business travel,Business,594,4,4,4,4,2,2,2,2,3,2,4,5,5,2,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Business,226,0,0,0,1,1,0,1,1,4,2,5,4,5,1,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,581,1,1,1,1,3,4,5,4,4,4,4,5,4,3,38,33.0,satisfied
Female,disloyal Customer,48,Business travel,Business,1825,4,4,4,4,4,4,4,4,4,5,4,3,4,4,2,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,533,2,1,1,1,1,3,4,2,2,2,2,3,2,1,18,30.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,160,3,5,4,3,2,4,3,2,5,2,4,3,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,3641,4,4,4,4,5,5,5,5,3,2,4,3,5,5,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,3960,3,3,3,3,5,3,2,5,5,5,5,1,5,5,0,1.0,satisfied
Male,Loyal Customer,46,Personal Travel,Eco,946,1,1,1,1,3,1,5,3,1,4,1,2,2,3,3,15.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,1597,3,3,3,3,4,4,4,4,4,5,4,4,5,4,0,0.0,satisfied
Male,Loyal Customer,38,Business travel,Eco,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0,satisfied
Female,Loyal Customer,64,Personal Travel,Eco Plus,872,1,2,2,3,1,4,3,5,5,2,1,4,5,2,9,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,3308,2,2,2,2,3,2,1,5,5,4,5,4,5,5,0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Business,2772,3,2,3,3,3,5,5,4,4,4,4,5,4,3,41,34.0,satisfied
Male,Loyal Customer,55,Business travel,Eco,1010,2,2,2,2,2,2,2,2,4,2,2,3,3,2,50,53.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco,1069,1,4,1,1,5,4,5,4,4,1,4,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,1900,3,2,5,2,3,4,3,3,3,3,3,4,3,2,0,5.0,neutral or dissatisfied
Male,disloyal Customer,45,Business travel,Eco,449,3,2,3,2,2,3,2,2,4,3,2,3,2,2,64,52.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,868,5,2,5,3,5,1,1,3,4,3,4,1,2,1,165,146.0,satisfied
Female,disloyal Customer,38,Business travel,Eco,348,3,1,3,3,3,3,5,3,3,5,3,1,4,3,0,6.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Eco,853,1,0,0,3,1,4,4,3,3,1,1,3,3,4,125,121.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,562,3,3,3,3,3,4,5,5,5,5,5,5,5,2,0,0.0,satisfied
Male,Loyal Customer,65,Personal Travel,Eco,168,2,5,0,4,5,0,5,5,1,3,5,1,5,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,147,5,5,5,4,1,5,1,1,4,4,5,5,4,1,0,0.0,satisfied
Female,Loyal Customer,37,Personal Travel,Eco,404,2,5,2,4,4,2,4,4,4,2,5,4,5,4,25,14.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,3859,1,1,5,1,5,5,2,4,4,4,4,3,4,5,0,0.0,satisfied
Female,disloyal Customer,38,Business travel,Business,1844,2,2,2,3,3,2,3,3,5,4,4,4,5,3,0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Eco,1076,2,1,1,1,2,2,2,2,2,4,3,4,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,456,4,3,3,3,4,3,3,4,4,4,4,4,4,3,19,15.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Business,679,3,4,3,3,4,5,5,5,5,3,5,4,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,1677,1,1,1,1,2,5,5,5,5,5,5,3,5,4,1,0.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco,1576,1,5,2,1,5,2,3,5,4,5,4,5,5,5,11,4.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,316,1,1,1,1,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,1839,4,4,5,4,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
Male,Loyal Customer,40,Business travel,Business,3531,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Business,3610,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,2867,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,10.0,satisfied
Female,Loyal Customer,68,Personal Travel,Eco Plus,689,1,3,1,4,3,1,5,3,3,1,3,3,3,2,7,0.0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Business,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226.0,satisfied
Male,Loyal Customer,40,Business travel,Business,450,3,5,4,4,4,4,3,3,3,4,3,3,3,1,38,29.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1645,4,2,4,4,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Eco Plus,925,4,5,5,5,4,4,4,4,3,1,1,2,3,4,0,0.0,satisfied
Female,Loyal Customer,28,Business travel,Business,606,3,1,1,1,3,3,3,3,3,3,4,1,4,3,52,46.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Business,216,2,2,2,4,4,2,3,4,2,1,3,3,3,4,3,11.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,1276,1,1,1,4,5,1,5,5,4,3,4,5,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,2016,1,1,2,1,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
Female,disloyal Customer,47,Business travel,Eco,495,3,0,2,1,5,2,5,5,4,5,2,5,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,Business travel,Business,2478,3,3,3,3,5,4,5,5,5,4,5,3,5,5,0,7.0,satisfied
Female,Loyal Customer,64,Business travel,Eco,270,3,1,1,1,2,4,4,3,3,3,3,3,3,2,28,25.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,235,2,4,2,3,2,4,4,5,3,2,3,4,2,4,172,191.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,472,2,2,2,2,1,1,5,4,4,4,4,2,4,3,0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Business,1676,0,0,0,4,5,5,4,5,5,5,5,3,5,5,48,43.0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,408,4,5,2,1,3,2,3,3,3,1,2,4,5,3,0,0.0,satisfied
Male,Loyal Customer,21,Personal Travel,Eco,694,1,4,1,4,2,1,2,2,4,4,5,3,5,2,88,78.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,666,2,2,5,2,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,588,4,0,4,3,3,4,2,3,2,2,2,4,4,3,0,0.0,satisfied
Female,disloyal Customer,21,Business travel,Eco,1028,4,4,4,5,3,4,3,3,3,3,2,5,4,3,0,0.0,satisfied
Female,Loyal Customer,15,Personal Travel,Eco,308,4,5,2,1,1,2,1,1,3,4,4,4,4,1,15,14.0,neutral or dissatisfied
Female,Loyal Customer,25,Personal Travel,Eco,867,1,4,1,1,3,1,3,3,3,1,3,4,4,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,16,Business travel,Eco,430,1,4,1,3,4,1,2,4,1,2,3,1,3,4,18,32.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,3576,0,1,1,4,5,4,5,2,2,2,2,4,2,3,19,30.0,satisfied
Female,Loyal Customer,50,Business travel,Business,2933,1,1,1,1,4,2,1,5,5,5,5,3,5,3,0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,2566,2,4,5,5,5,3,3,3,3,3,2,1,3,4,28,24.0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,896,3,1,3,2,4,3,4,4,2,1,2,1,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Eco,1237,5,1,1,1,5,5,5,5,3,1,5,1,1,5,0,0.0,satisfied
Male,Loyal Customer,9,Personal Travel,Eco,1345,2,1,2,2,5,2,5,5,4,4,3,3,2,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,768,2,1,1,1,3,1,3,3,5,5,4,5,2,3,39,13.0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Eco,2172,3,2,2,4,3,2,3,3,1,4,4,3,3,3,15,13.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,323,2,3,2,1,5,2,5,5,5,4,3,2,3,5,49,32.0,neutral or dissatisfied
Male,disloyal Customer,58,Business travel,Business,265,2,2,2,4,4,2,4,4,5,4,5,5,4,4,80,74.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,1046,4,4,4,4,4,3,4,4,2,2,3,3,3,4,20,22.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,200,1,5,0,2,4,0,3,4,3,5,5,4,5,4,8,13.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,192,2,5,2,5,2,2,2,2,3,4,5,3,5,2,3,4.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,1235,1,4,1,2,5,1,1,5,2,3,4,1,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Eco Plus,551,4,5,5,5,4,4,4,4,1,1,3,1,4,4,108,123.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2186,4,3,3,3,5,4,3,2,2,2,4,2,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2454,1,1,1,1,4,4,4,5,4,3,4,4,4,4,47,35.0,satisfied
Male,disloyal Customer,48,Business travel,Eco,239,2,1,2,1,2,2,5,2,3,3,1,2,2,2,14,6.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco,200,4,5,5,5,3,4,3,3,5,4,4,2,5,3,0,0.0,satisfied
Male,Loyal Customer,33,Personal Travel,Eco,2677,1,2,2,3,4,2,4,4,1,4,4,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,3622,5,1,5,5,3,5,4,4,4,4,4,4,4,5,90,104.0,satisfied
Male,Loyal Customer,59,Business travel,Business,2165,5,5,5,5,5,3,5,5,5,5,5,4,5,5,10,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,2134,2,2,2,2,4,4,5,4,4,4,5,4,4,4,0,0.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,979,2,2,2,3,5,2,5,5,3,4,4,3,5,5,40,54.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,2032,4,4,2,4,5,4,5,4,4,4,4,5,4,3,0,8.0,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,430,2,5,2,3,4,2,4,4,5,2,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,3238,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,1488,3,4,2,2,4,2,4,4,3,1,5,2,5,4,0,4.0,neutral or dissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,1448,2,1,2,2,3,2,3,3,1,2,2,2,3,3,37,28.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,600,3,3,4,3,5,5,5,5,4,3,4,5,5,5,16,4.0,satisfied
Female,disloyal Customer,26,Business travel,Eco,1310,2,2,2,3,1,2,1,1,2,1,3,3,3,1,0,34.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Eco,220,2,3,5,5,2,2,2,1,1,2,3,2,2,2,289,288.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,948,4,4,4,3,3,4,3,3,5,2,4,3,4,3,0,0.0,satisfied
Female,disloyal Customer,20,Business travel,Eco,268,2,0,2,3,3,2,1,3,1,4,4,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,403,4,4,4,4,5,5,5,3,2,5,4,5,3,5,20,148.0,satisfied
Male,Loyal Customer,22,Business travel,Business,1372,4,2,2,2,4,3,4,4,1,1,4,2,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Personal Travel,Eco,1102,1,2,2,3,4,2,4,4,4,3,3,3,3,4,0,55.0,neutral or dissatisfied
Male,Loyal Customer,33,Personal Travel,Eco,763,1,3,1,2,5,1,5,5,2,5,3,2,2,5,16,13.0,neutral or dissatisfied
Male,Loyal Customer,36,Personal Travel,Eco,2475,4,4,4,3,4,3,3,1,4,4,4,3,3,3,32,32.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,2277,3,2,3,3,2,5,5,4,4,4,4,5,4,5,7,1.0,satisfied
Female,Loyal Customer,42,Business travel,Eco,562,1,2,5,2,3,4,4,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,38,Personal Travel,Eco,118,4,5,4,1,5,4,5,5,5,4,2,2,1,5,0,13.0,neutral or dissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,632,3,5,3,4,2,3,2,2,3,3,2,3,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,1589,1,3,1,3,3,1,3,3,3,2,2,3,3,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,32,Business travel,Business,309,3,3,3,2,4,3,4,4,5,4,5,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Eco,2174,2,4,1,2,2,1,2,2,4,5,5,5,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,516,3,5,3,4,4,3,4,4,4,5,3,2,4,4,0,13.0,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Eco,457,3,3,3,4,5,3,5,5,1,1,4,4,4,5,4,9.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Eco,416,2,3,3,3,2,2,2,2,1,1,3,3,3,2,9,20.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,853,3,5,3,1,2,3,2,2,5,3,4,5,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Eco,1008,4,3,1,3,4,4,3,4,5,2,3,1,2,4,4,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,3286,2,2,3,2,1,4,2,4,4,4,4,3,4,2,34,22.0,satisfied
Female,Loyal Customer,38,Business travel,Business,1711,3,3,3,3,4,5,2,5,5,5,5,4,5,1,7,0.0,satisfied
Male,Loyal Customer,55,Business travel,Business,3086,1,1,1,1,5,5,5,2,2,2,2,4,2,3,0,5.0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco,190,3,3,3,4,4,3,4,4,3,5,3,4,3,4,20,15.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Business,3565,1,1,1,1,2,4,5,2,2,2,2,5,2,5,0,0.0,satisfied
Male,Loyal Customer,38,Business travel,Business,672,5,5,5,5,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,351,4,3,4,4,1,4,1,1,1,5,4,2,4,1,0,0.0,satisfied
Male,disloyal Customer,29,Business travel,Eco,1064,4,3,3,4,5,3,5,5,2,5,3,2,3,5,29,29.0,neutral or dissatisfied
Female,disloyal Customer,46,Business travel,Eco,862,1,1,1,2,3,1,3,3,2,3,3,2,2,3,29,44.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,581,2,1,2,1,1,2,1,3,3,2,5,4,3,4,42,40.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,746,5,5,5,3,2,5,2,2,1,4,5,4,5,2,0,0.0,satisfied
Male,Loyal Customer,33,Business travel,Business,2829,2,2,2,2,4,4,4,4,2,3,4,1,2,4,17,19.0,satisfied
Male,Loyal Customer,50,Business travel,Eco Plus,853,5,5,5,5,5,5,5,5,3,4,5,2,3,5,0,21.0,satisfied
